Threshold,Accuracy,Sensitivity,Specificity,Precision,Negative predictive value,False positive rate,False negative rate,False discovery rate
0.03917328640818596,0.5446009389671361,0.9807692307692307,0.40372670807453415,0.3469387755102041,0.9848484848484849,0.5962732919254659,0.019230769230769232,0.6530612244897959
0.039313748478889465,0.5492957746478874,0.9807692307692307,0.40993788819875776,0.3493150684931507,0.9850746268656716,0.5900621118012422,0.019230769230769232,0.6506849315068494
0.04104255139827728,0.5586854460093896,0.9807692307692307,0.422360248447205,0.3541666666666667,0.9855072463768116,0.577639751552795,0.019230769230769232,0.6458333333333334
0.04317585751414299,0.5633802816901409,0.9807692307692307,0.42857142857142855,0.35664335664335667,0.9857142857142858,0.5714285714285714,0.019230769230769232,0.6433566433566433
0.04354339838027954,0.568075117370892,0.9807692307692307,0.43478260869565216,0.3591549295774648,0.9859154929577465,0.5652173913043478,0.019230769230769232,0.6408450704225352
0.04397416487336159,0.5727699530516432,0.9807692307692307,0.4409937888198758,0.3617021276595745,0.9861111111111112,0.5590062111801242,0.019230769230769232,0.6382978723404256
0.046651218086481094,0.5774647887323944,0.9807692307692307,0.4472049689440994,0.36428571428571427,0.9863013698630136,0.5527950310559007,0.019230769230769232,0.6357142857142857
0.04683719575405121,0.5821596244131455,0.9807692307692307,0.453416149068323,0.3669064748201439,0.9864864864864865,0.546583850931677,0.019230769230769232,0.6330935251798561
0.047900255769491196,0.5868544600938967,0.9807692307692307,0.45962732919254656,0.3695652173913043,0.9866666666666667,0.5403726708074534,0.019230769230769232,0.6304347826086957
0.04828047379851341,0.5915492957746479,0.9807692307692307,0.4658385093167702,0.3722627737226277,0.9868421052631579,0.5341614906832298,0.019230769230769232,0.6277372262773723
0.049564238637685776,0.596244131455399,0.9807692307692307,0.4720496894409938,0.375,0.987012987012987,0.5279503105590062,0.019230769230769232,0.625
0.0508250892162323,0.6009389671361502,0.9807692307692307,0.4782608695652174,0.37777777777777777,0.9871794871794872,0.5217391304347826,0.019230769230769232,0.6222222222222222
