Threshold,Accuracy,Sensitivity,Specificity,Precision,Negative predictive value,False positive rate,False negative rate,False discovery rate
0.0668068677186966,0.5955414012738853,0.9939759036144579,0.14864864864864866,0.5670103092783505,0.9565217391304348,0.8513513513513513,0.006024096385542169,0.4329896907216495
0.06897725909948349,0.5987261146496815,0.9939759036144579,0.1554054054054054,0.5689655172413793,0.9583333333333334,0.8445945945945946,0.006024096385542169,0.43103448275862066
0.06982576847076416,0.6019108280254777,0.9939759036144579,0.16216216216216217,0.5709342560553633,0.96,0.8378378378378378,0.006024096385542169,0.4290657439446367
0.07069940865039825,0.6050955414012739,0.9939759036144579,0.16891891891891891,0.5729166666666666,0.9615384615384616,0.831081081081081,0.006024096385542169,0.4270833333333333
0.07167957723140717,0.60828025477707,0.9939759036144579,0.17567567567567569,0.5749128919860628,0.9629629629629629,0.8243243243243243,0.006024096385542169,0.4250871080139373
0.07325990498065948,0.6114649681528662,0.9939759036144579,0.18243243243243243,0.5769230769230769,0.9642857142857143,0.8175675675675675,0.006024096385542169,0.4230769230769231
0.07429701834917068,0.6146496815286624,0.9939759036144579,0.1891891891891892,0.5789473684210527,0.9655172413793104,0.8108108108108109,0.006024096385542169,0.42105263157894735
0.0758032575249672,0.6178343949044586,0.9939759036144579,0.19594594594594594,0.5809859154929577,0.9666666666666667,0.8040540540540541,0.006024096385542169,0.41901408450704225
0.07624779641628265,0.6210191082802548,0.9939759036144579,0.20270270270270271,0.5830388692579506,0.967741935483871,0.7972972972972973,0.006024096385542169,0.4169611307420495
0.07625844329595566,0.6242038216560509,0.9939759036144579,0.20945945945945946,0.5851063829787234,0.96875,0.7905405405405406,0.006024096385542169,0.4148936170212766
0.07741066813468933,0.6273885350318471,0.9939759036144579,0.21621621621621623,0.5871886120996441,0.9696969696969697,0.7837837837837838,0.006024096385542169,0.4128113879003559
0.07923750579357147,0.6305732484076433,0.9939759036144579,0.22297297297297297,0.5892857142857143,0.9705882352941176,0.777027027027027,0.006024096385542169,0.4107142857142857
0.08133908361196518,0.6337579617834395,0.9939759036144579,0.22972972972972974,0.5913978494623656,0.9714285714285714,0.7702702702702703,0.006024096385542169,0.40860215053763443
0.08286753296852112,0.6305732484076433,0.9879518072289156,0.22972972972972974,0.5899280575539568,0.9444444444444444,0.7702702702702703,0.012048192771084338,0.41007194244604317
0.08320052921772003,0.6337579617834395,0.9879518072289156,0.23648648648648649,0.592057761732852,0.9459459459459459,0.7635135135135135,0.012048192771084338,0.40794223826714804
0.08551272749900818,0.6369426751592356,0.9879518072289156,0.24324324324324326,0.5942028985507246,0.9473684210526315,0.7567567567567568,0.012048192771084338,0.4057971014492754
0.08936358243227005,0.6401273885350318,0.9879518072289156,0.25,0.5963636363636363,0.9487179487179487,0.75,0.012048192771084338,0.4036363636363636
0.09219967573881149,0.643312101910828,0.9879518072289156,0.25675675675675674,0.5985401459854015,0.95,0.7432432432432432,0.012048192771084338,0.40145985401459855
0.09292005747556686,0.6464968152866242,0.9879518072289156,0.2635135135135135,0.6007326007326007,0.9512195121951219,0.7364864864864865,0.012048192771084338,0.3992673992673993
0.09303984045982361,0.6496815286624203,0.9879518072289156,0.2702702702702703,0.6029411764705882,0.9523809523809523,0.7297297297297297,0.012048192771084338,0.39705882352941174
0.09308294206857681,0.6528662420382165,0.9879518072289156,0.27702702702702703,0.6051660516605166,0.9534883720930233,0.722972972972973,0.012048192771084338,0.3948339483394834
0.09506472945213318,0.6496815286624203,0.9819277108433735,0.27702702702702703,0.6037037037037037,0.9318181818181818,0.722972972972973,0.018072289156626505,0.3962962962962963
0.09614598751068115,0.6528662420382165,0.9819277108433735,0.28378378378378377,0.6059479553903345,0.9333333333333333,0.7162162162162162,0.018072289156626505,0.3940520446096654
0.09712524712085724,0.6560509554140127,0.9819277108433735,0.2905405405405405,0.6082089552238806,0.9347826086956522,0.7094594594594594,0.018072289156626505,0.3917910447761194
0.09745385497808456,0.6592356687898089,0.9819277108433735,0.2972972972972973,0.6104868913857678,0.9361702127659575,0.7027027027027027,0.018072289156626505,0.3895131086142322
0.09753593057394028,0.6624203821656051,0.9819277108433735,0.30405405405405406,0.6127819548872181,0.9375,0.6959459459459459,0.018072289156626505,0.38721804511278196
0.098807193338871,0.6656050955414012,0.9819277108433735,0.3108108108108108,0.6150943396226415,0.9387755102040817,0.6891891891891891,0.018072289156626505,0.3849056603773585
0.0988851934671402,0.6687898089171974,0.9819277108433735,0.31756756756756754,0.6174242424242424,0.94,0.6824324324324325,0.018072289156626505,0.38257575757575757
0.1001126617193222,0.6719745222929936,0.9819277108433735,0.32432432432432434,0.6197718631178707,0.9411764705882353,0.6756756756756757,0.018072289156626505,0.38022813688212925
0.10377701371908188,0.6751592356687898,0.9819277108433735,0.3310810810810811,0.6221374045801527,0.9423076923076923,0.668918918918919,0.018072289156626505,0.37786259541984735
0.10878917574882507,0.678343949044586,0.9819277108433735,0.33783783783783783,0.6245210727969349,0.9433962264150944,0.6621621621621622,0.018072289156626505,0.37547892720306514
0.10917984694242477,0.6815286624203821,0.9819277108433735,0.34459459459459457,0.6269230769230769,0.9444444444444444,0.6554054054054054,0.018072289156626505,0.3730769230769231
0.10932084172964096,0.6847133757961783,0.9819277108433735,0.35135135135135137,0.6293436293436293,0.9454545454545454,0.6486486486486487,0.018072289156626505,0.37065637065637064
0.11378244310617447,0.6878980891719745,0.9819277108433735,0.3581081081081081,0.6317829457364341,0.9464285714285714,0.6418918918918919,0.018072289156626505,0.3682170542635659
0.11448074877262115,0.6910828025477707,0.9819277108433735,0.36486486486486486,0.6342412451361867,0.9473684210526315,0.6351351351351351,0.018072289156626505,0.3657587548638132
0.11645647883415222,0.6942675159235668,0.9819277108433735,0.3716216216216216,0.63671875,0.9482758620689655,0.6283783783783784,0.018072289156626505,0.36328125
0.11772218346595764,0.697452229299363,0.9819277108433735,0.3783783783783784,0.6392156862745098,0.9491525423728814,0.6216216216216216,0.018072289156626505,0.3607843137254902
0.11803454905748367,0.7006369426751592,0.9819277108433735,0.38513513513513514,0.6417322834645669,0.95,0.6148648648648649,0.018072289156626505,0.35826771653543305
0.118334099650383,0.7038216560509554,0.9819277108433735,0.3918918918918919,0.6442687747035574,0.9508196721311475,0.6081081081081081,0.018072289156626505,0.3557312252964427
0.12104572355747223,0.7070063694267515,0.9819277108433735,0.39864864864864863,0.6468253968253969,0.9516129032258065,0.6013513513513513,0.018072289156626505,0.3531746031746032
0.12198974192142487,0.7101910828025477,0.9819277108433735,0.40540540540540543,0.649402390438247,0.9523809523809523,0.5945945945945946,0.018072289156626505,0.350597609561753
0.1282990723848343,0.7133757961783439,0.9819277108433735,0.41216216216216217,0.652,0.953125,0.5878378378378378,0.018072289156626505,0.348
0.13412459194660187,0.7165605095541401,0.9819277108433735,0.4189189189189189,0.6546184738955824,0.9538461538461539,0.581081081081081,0.018072289156626505,0.3453815261044177
0.13487078249454498,0.7197452229299363,0.9819277108433735,0.42567567567567566,0.657258064516129,0.9545454545454546,0.5743243243243243,0.018072289156626505,0.34274193548387094
0.13549119234085083,0.7229299363057324,0.9819277108433735,0.43243243243243246,0.659919028340081,0.9552238805970149,0.5675675675675675,0.018072289156626505,0.340080971659919
0.1378600150346756,0.7261146496815286,0.9819277108433735,0.4391891891891892,0.6626016260162602,0.9558823529411765,0.5608108108108109,0.018072289156626505,0.33739837398373984
