Threshold,Accuracy,Sensitivity,Specificity,Precision,Negative predictive value,False positive rate,False negative rate,False discovery rate
0.02085314504802227,0.36693358455016484,0.9980694980694981,0.1632398753894081,0.2779569892473118,0.9961977186311787,0.8367601246105919,0.0019305019305019305,0.7220430107526882
0.020865488797426224,0.3674046161092793,0.9980694980694981,0.16386292834890967,0.2781065088757396,0.9962121212121212,0.8361370716510903,0.0019305019305019305,0.7218934911242604
0.020873133093118668,0.36787564766839376,0.9980694980694981,0.16448598130841122,0.2782561894510226,0.9962264150943396,0.8355140186915888,0.0019305019305019305,0.7217438105489774
0.02096734754741192,0.36834667922750824,0.9980694980694981,0.16510903426791276,0.27840603123317176,0.9962406015037594,0.8348909657320872,0.0019305019305019305,0.7215939687668282
0.021213870495557785,0.3688177107866227,0.9980694980694981,0.16573208722741434,0.2785560344827586,0.9962546816479401,0.8342679127725857,0.0019305019305019305,0.7214439655172413
0.021269720047712326,0.36928874234573716,0.9980694980694981,0.16635514018691588,0.27870619946091646,0.996268656716418,0.8336448598130841,0.0019305019305019305,0.7212938005390835
0.02133023738861084,0.36975977390485165,0.9980694980694981,0.16697819314641746,0.27885652642934194,0.9962825278810409,0.8330218068535825,0.0019305019305019305,0.721143473570658
0.021333850920200348,0.3702308054639661,0.9980694980694981,0.167601246105919,0.27900701565029684,0.9962962962962963,0.832398753894081,0.0019305019305019305,0.7209929843497032
0.0213553998619318,0.37070183702308057,0.9980694980694981,0.16822429906542055,0.2791576673866091,0.996309963099631,0.8317757009345794,0.0019305019305019305,0.7208423326133909
0.02156309224665165,0.371172868582195,0.9980694980694981,0.16884735202492213,0.2793084819016748,0.9963235294117647,0.8311526479750779,0.0019305019305019305,0.7206915180983252
0.02162080444395542,0.3716439001413095,0.9980694980694981,0.16947040498442367,0.27945945945945944,0.9963369963369964,0.8305295950155763,0.0019305019305019305,0.7205405405405405
0.02167736552655697,0.3725859632595384,0.9980694980694981,0.1707165109034268,0.27976190476190477,0.9963636363636363,0.8292834890965732,0.0019305019305019305,0.7202380952380952
0.02171570062637329,0.37399905793688176,0.9980694980694981,0.17258566978193146,0.2802168021680217,0.9964028776978417,0.8274143302180685,0.0019305019305019305,0.7197831978319783
0.021764282137155533,0.37447008949599625,0.9980694980694981,0.17320872274143304,0.28036876355748375,0.996415770609319,0.8267912772585669,0.0019305019305019305,0.7196312364425163
0.02180071733891964,0.37541215261422517,0.9980694980694981,0.17445482866043613,0.28067318132464714,0.99644128113879,0.8255451713395638,0.0019305019305019305,0.7193268186753529
0.021833479404449463,0.3758831841733396,0.9980694980694981,0.1750778816199377,0.2808256382400869,0.9964539007092199,0.8249221183800624,0.0019305019305019305,0.7191743617599131
0.021881021559238434,0.3763542157324541,0.9980694980694981,0.17570093457943925,0.28097826086956523,0.9964664310954063,0.8242990654205608,0.0019305019305019305,0.7190217391304348
0.0219021774828434,0.3768252472915685,0.9980694980694981,0.1763239875389408,0.2811310494834149,0.9964788732394366,0.8236760124610591,0.0019305019305019305,0.7188689505165851
0.021922418847680092,0.377296278850683,0.9980694980694981,0.17694704049844237,0.2812840043525571,0.9964912280701754,0.8230529595015577,0.0019305019305019305,0.7187159956474428
0.021977035328745842,0.37823834196891193,0.9980694980694981,0.1781931464174455,0.2815904139433551,0.9965156794425087,0.8218068535825546,0.0019305019305019305,0.7184095860566448
0.022014517337083817,0.37870937352802636,0.9980694980694981,0.17881619937694704,0.28174386920980926,0.9965277777777778,0.821183800623053,0.0019305019305019305,0.7182561307901907
0.022082051262259483,0.37918040508714085,0.9980694980694981,0.17943925233644858,0.2818974918211559,0.9965397923875432,0.8205607476635514,0.0019305019305019305,0.718102508178844
0.022208206355571747,0.3796514366462553,0.9980694980694981,0.18006230529595016,0.28205128205128205,0.996551724137931,0.8199376947040499,0.0019305019305019305,0.717948717948718
0.022229185327887535,0.38012246820536977,0.9980694980694981,0.1806853582554517,0.28220524017467247,0.9965635738831615,0.8193146417445483,0.0019305019305019305,0.7177947598253275
0.022233713418245316,0.3805934997644842,0.9980694980694981,0.18130841121495328,0.2823593664664118,0.9965753424657534,0.8186915887850468,0.0019305019305019305,0.7176406335335882
0.022249076515436172,0.3810645313235987,0.9980694980694981,0.18193146417445483,0.2825136612021858,0.9965870307167235,0.8180685358255452,0.0019305019305019305,0.7174863387978142
0.02228705957531929,0.3820065944418276,0.9980694980694981,0.18317757009345795,0.2828227571115974,0.9966101694915255,0.8168224299065421,0.0019305019305019305,0.7171772428884027
0.022478517144918442,0.38247762600094204,0.9980694980694981,0.1838006230529595,0.28297755883962783,0.9966216216216216,0.8161993769470405,0.0019305019305019305,0.7170224411603722
0.022480765357613564,0.3829486575600565,0.9980694980694981,0.18442367601246107,0.28313253012048195,0.9966329966329966,0.815576323987539,0.0019305019305019305,0.7168674698795181
0.022504452615976334,0.38341968911917096,0.9980694980694981,0.18504672897196262,0.28328767123287674,0.9966442953020134,0.8149532710280374,0.0019305019305019305,0.7167123287671233
0.02256103977560997,0.38389072067828545,0.9980694980694981,0.18566978193146416,0.28344298245614036,0.9966555183946488,0.8143302180685358,0.0019305019305019305,0.7165570175438597
0.022569548338651657,0.3843617522373999,0.9980694980694981,0.18629283489096574,0.28359846407021394,0.9966666666666667,0.8137071651090343,0.0019305019305019305,0.7164015359297861
0.022622868418693542,0.38530381535562885,0.9980694980694981,0.18753894080996886,0.28390993959362987,0.9966887417218543,0.8124610591900312,0.0019305019305019305,0.7160900604063701
0.02262500301003456,0.3857748469147433,0.9980694980694981,0.1881619937694704,0.28406593406593406,0.9966996699669967,0.8118380062305296,0.0019305019305019305,0.7159340659340659
0.022651199251413345,0.3862458784738578,0.9980694980694981,0.18878504672897195,0.2842221000549753,0.9967105263157895,0.811214953271028,0.0019305019305019305,0.7157778999450247
0.02267341874539852,0.3867169100329722,0.9980694980694981,0.18940809968847352,0.28437843784378436,0.9967213114754099,0.8105919003115265,0.0019305019305019305,0.7156215621562156
0.022729791700839996,0.3871879415920867,0.9980694980694981,0.19003115264797507,0.2845349477160154,0.9967320261437909,0.8099688473520249,0.0019305019305019305,0.7154650522839846
0.02284969948232174,0.3876589731512011,0.9980694980694981,0.19065420560747665,0.28469162995594716,0.996742671009772,0.8093457943925234,0.0019305019305019305,0.7153083700440529
0.022899562492966652,0.3881300047103156,0.9980694980694981,0.1912772585669782,0.28484848484848485,0.9967532467532467,0.8087227414330218,0.0019305019305019305,0.7151515151515152
0.023024259135127068,0.38860103626943004,0.9980694980694981,0.19190031152647974,0.2850055126791621,0.9967637540453075,0.8080996884735202,0.0019305019305019305,0.7149944873208379
0.023027876392006874,0.38907206782854453,0.9980694980694981,0.1925233644859813,0.2851627137341423,0.9967741935483871,0.8074766355140187,0.0019305019305019305,0.7148372862658577
0.02320566028356552,0.38954309938765896,0.9980694980694981,0.19314641744548286,0.28532008830022076,0.9967845659163987,0.8068535825545171,0.0019305019305019305,0.7146799116997793
0.023262489587068558,0.39001413094677345,0.9980694980694981,0.19376947040498443,0.28547763666482606,0.9967948717948718,0.8062305295950156,0.0019305019305019305,0.7145223633351739
0.023305362090468407,0.3904851625058879,0.9980694980694981,0.19439252336448598,0.2856353591160221,0.9968051118210862,0.805607476635514,0.0019305019305019305,0.7143646408839779
0.02340598776936531,0.39095619406500237,0.9980694980694981,0.19501557632398753,0.28579325594250965,0.9968152866242038,0.8049844236760124,0.0019305019305019305,0.7142067440574903
0.023484496399760246,0.3914272256241168,0.9980694980694981,0.1956386292834891,0.28595132743362833,0.9968253968253968,0.8043613707165109,0.0019305019305019305,0.7140486725663717
0.02352636121213436,0.3918982571832313,0.9980694980694981,0.19626168224299065,0.28610957387935804,0.9968354430379747,0.8037383177570093,0.0019305019305019305,0.7138904261206419
0.023590778931975365,0.3923692887423457,0.9980694980694981,0.19688473520249222,0.2862679955703212,0.9968454258675079,0.8031152647975078,0.0019305019305019305,0.7137320044296789
0.023723673075437546,0.3928403203014602,0.9980694980694981,0.19750778816199377,0.28642659279778393,0.9968553459119497,0.8024922118380062,0.0019305019305019305,0.7135734072022161
0.023734895512461662,0.39331135186057464,0.9980694980694981,0.19813084112149532,0.2865853658536585,0.9968652037617555,0.8018691588785046,0.0019305019305019305,0.7134146341463414
0.023820456117391586,0.39378238341968913,0.9980694980694981,0.1987538940809969,0.28674431503050474,0.996875,0.8012461059190031,0.0019305019305019305,0.7132556849694953
0.023889603093266487,0.39425341497880356,0.9980694980694981,0.19937694704049844,0.2869034406215316,0.9968847352024922,0.8006230529595015,0.0019305019305019305,0.7130965593784684
0.02398865856230259,0.39472444653791805,0.9980694980694981,0.2,0.2870627429205997,0.9968944099378882,0.8,0.0019305019305019305,0.7129372570794004
0.024118579924106598,0.3951954780970325,0.9980694980694981,0.20062305295950156,0.2872222222222222,0.9969040247678018,0.7993769470404984,0.0019305019305019305,0.7127777777777777
0.02420569583773613,0.39566650965614697,0.9980694980694981,0.2012461059190031,0.2873818788215675,0.9969135802469136,0.7987538940809968,0.0019305019305019305,0.7126181211784325
0.024426396936178207,0.39896373056994816,0.9980694980694981,0.205607476635514,0.2885044642857143,0.9969788519637462,0.794392523364486,0.0019305019305019305,0.7114955357142857
0.02444309927523136,0.39943476212906265,0.9980694980694981,0.2062305295950156,0.28866554997208266,0.9969879518072289,0.7937694704049845,0.0019305019305019305,0.7113344500279174
0.024457566440105438,0.3999057936881771,0.9980694980694981,0.20685358255451713,0.2888268156424581,0.996996996996997,0.7931464174454829,0.0019305019305019305,0.711173184357542
0.02449876442551613,0.40084785680640606,0.9980694980694981,0.20809968847352026,0.2891498881431767,0.9970149253731343,0.7919003115264798,0.0019305019305019305,0.7108501118568232
0.024521758779883385,0.4032030146019783,0.9980694980694981,0.21121495327102804,0.28996074032529445,0.9970588235294118,0.788785046728972,0.0019305019305019305,0.7100392596747056
0.02454288676381111,0.4036740461610928,0.9980694980694981,0.2118380062305296,0.29012345679012347,0.9970674486803519,0.7881619937694704,0.0019305019305019305,0.7098765432098766
