Threshold,Accuracy,Sensitivity,Specificity,Precision,Negative predictive value,False positive rate,False negative rate,False discovery rate
0.11589021235704422,0.5311004784688995,0.9993979530403372,0.0033921302578018998,0.530520933205497,0.8333333333333334,0.9966078697421981,0.0006020469596628537,0.469479066794503
0.11660458147525787,0.5314194577352472,0.9993979530403372,0.004070556309362279,0.530690537084399,0.8571428571428571,0.9959294436906377,0.0006020469596628537,0.46930946291560105
0.11672607064247131,0.5317384370015948,0.9993979530403372,0.0047489823609226595,0.5308602494403581,0.875,0.9952510176390773,0.0006020469596628537,0.46913975055964185
0.11695780605077744,0.5320574162679426,0.9993979530403372,0.005427408412483039,0.5310300703774792,0.8888888888888888,0.994572591587517,0.0006020469596628537,0.4689699296225208
0.11875352263450623,0.5323763955342903,0.9993979530403372,0.006105834464043419,0.5312,0.9,0.9938941655359566,0.0006020469596628537,0.4688
0.11933808028697968,0.532695374800638,0.9993979530403372,0.0067842605156037995,0.5313700384122919,0.9090909090909091,0.9932157394843962,0.0006020469596628537,0.4686299615877081
0.11957637220621109,0.5330143540669856,0.9993979530403372,0.007462686567164179,0.5315401857188601,0.9166666666666666,0.9925373134328358,0.0006020469596628537,0.4684598142811399
0.12010958045721054,0.5333333333333333,0.9993979530403372,0.008141112618724558,0.5317104420243434,0.9230769230769231,0.9918588873812755,0.0006020469596628537,0.46828955797565663
0.12130444496870041,0.533652312599681,0.9993979530403372,0.008819538670284939,0.5318808074335148,0.9285714285714286,0.991180461329715,0.0006020469596628537,0.4681191925664851
0.12171871215105057,0.5339712918660288,0.9993979530403372,0.009497964721845319,0.532051282051282,0.9333333333333333,0.9905020352781547,0.0006020469596628537,0.46794871794871795
0.12176314741373062,0.5342902711323764,0.9993979530403372,0.0101763907734057,0.5322218659826867,0.9375,0.9898236092265943,0.0006020469596628537,0.4677781340173132
0.12208995223045349,0.5346092503987241,0.9993979530403372,0.010854816824966078,0.5323925593329057,0.9411764705882353,0.989145183175034,0.0006020469596628537,0.4676074406670943
0.12209289520978928,0.5349282296650718,0.9993979530403372,0.011533242876526458,0.5325633622072505,0.9444444444444444,0.9884667571234735,0.0006020469596628537,0.46743663779274947
0.12215251475572586,0.5352472089314194,0.9993979530403372,0.012211668928086838,0.5327342747111682,0.9473684210526315,0.9877883310719131,0.0006020469596628537,0.4672657252888318
0.1244630441069603,0.5355661881977671,0.9993979530403372,0.012890094979647219,0.5329052969502408,0.95,0.9871099050203528,0.0006020469596628537,0.46709470304975925
0.12455813586711884,0.5358851674641149,0.9993979530403372,0.013568521031207599,0.5330764290301863,0.9523809523809523,0.9864314789687924,0.0006020469596628537,0.46692357096981374
0.1246192455291748,0.5362041467304626,0.9993979530403372,0.014246947082767978,0.5332476710568583,0.9545454545454546,0.985753052917232,0.0006020469596628537,0.46675232894314167
0.12485741078853607,0.5365231259968102,0.9993979530403372,0.014925373134328358,0.5334190231362468,0.9565217391304348,0.9850746268656716,0.0006020469596628537,0.4665809768637532
0.1251271516084671,0.5368421052631579,0.9993979530403372,0.015603799185888738,0.5335904853744776,0.9583333333333334,0.9843962008141113,0.0006020469596628537,0.4664095146255223
0.12587261199951172,0.5371610845295056,0.9993979530403372,0.016282225237449117,0.5337620578778135,0.96,0.9837177747625508,0.0006020469596628537,0.4662379421221865
0.12611304223537445,0.5374800637958532,0.9993979530403372,0.016960651289009497,0.5339337407526535,0.9615384615384616,0.9830393487109905,0.0006020469596628537,0.4660662592473464
0.1264655590057373,0.5377990430622009,0.9993979530403372,0.017639077340569877,0.5341055341055341,0.9629629629629629,0.9823609226594301,0.0006020469596628537,0.46589446589446587
0.1266082227230072,0.5381180223285487,0.9993979530403372,0.018317503392130258,0.5342774380431284,0.9642857142857143,0.9816824966078698,0.0006020469596628537,0.46572256195687156
0.126781165599823,0.5384370015948964,0.9993979530403372,0.018995929443690638,0.5344494526722473,0.9655172413793104,0.9810040705563093,0.0006020469596628537,0.46555054732775275
0.12682080268859863,0.5381180223285487,0.9987959060806743,0.018995929443690638,0.5342995169082125,0.9333333333333333,0.9810040705563093,0.0012040939193257074,0.46570048309178746
0.12710699439048767,0.5384370015948964,0.9987959060806743,0.01967435549525102,0.5344716494845361,0.9354838709677419,0.980325644504749,0.0012040939193257074,0.46552835051546393
0.12807242572307587,0.538755980861244,0.9987959060806743,0.0203527815468114,0.5346438930067676,0.9375,0.9796472184531886,0.0012040939193257074,0.4653561069932324
0.12813794612884521,0.5390749601275917,0.9987959060806743,0.02103120759837178,0.534816247582205,0.9393939393939394,0.9789687924016283,0.0012040939193257074,0.46518375241779497
0.1291302740573883,0.5393939393939394,0.9987959060806743,0.021709633649932156,0.5349887133182845,0.9411764705882353,0.9782903663500678,0.0012040939193257074,0.4650112866817156
0.12947063148021698,0.539712918660287,0.9987959060806743,0.022388059701492536,0.5351612903225806,0.9428571428571428,0.9776119402985075,0.0012040939193257074,0.46483870967741936
